,Year,Mileage,Engine,Power,Seats,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
2779,2018,49,1197.0,83.14,5.0,9903,6630,0,0,0,1,0,1,1,0,0,0
2780,2018,51,999.0,67.0,5.0,7301,2563,0,0,0,1,0,1,1,0,0,0
2781,2017,53,1248.0,74.0,5.0,9127,61205,0,1,0,0,0,1,1,0,0,0
2782,2016,44,1197.0,82.0,5.0,9735,38262,0,0,0,1,0,1,1,0,0,0
2783,2014,47,1498.0,103.2,5.0,7453,33554,0,1,0,0,0,1,1,0,0,0
2784,2013,41,1968.0,174.33,5.0,31291,44116,0,1,0,0,1,0,1,0,0,0
2785,2015,45,1248.0,73.9,5.0,7241,24905,0,1,0,0,0,1,1,0,0,0
2786,2012,42,995.0,62.0,5.0,3042,31453,0,0,0,1,0,1,1,0,0,0
2787,2009,53,1995.0,190.0,5.0,15090,64563,0,1,0,0,1,0,1,0,0,0
2788,2018,49,814.0,55.2,5.0,5613,9528,0,0,0,1,0,1,1,0,0,0
2789,2013,55,1248.0,74.0,5.0,8747,42874,0,1,0,0,0,1,1,0,0,0
2790,2014,47,1498.0,88.5,5.0,8670,46702,0,1,0,0,0,1,1,0,0,0
2791,2014,42,1198.0,86.7,5.0,7514,27808,0,0,0,1,0,1,1,0,0,0
2792,2012,33,1598.0,103.6,5.0,6526,32947,0,0,0,1,1,0,1,0,0,0
2793,2014,48,998.0,67.04,5.0,4563,14813,0,0,0,1,0,1,1,0,0,0
2794,2014,47,1498.0,88.8,5.0,9887,50516,0,1,0,0,0,1,1,0,0,0
2795,2015,38,1198.0,73.9,5.0,7453,36660,0,0,0,1,0,1,0,0,1,0
2796,2016,60,1498.0,98.6,5.0,8214,32190,0,1,0,0,0,1,1,0,0,0
2797,2014,43,1968.0,187.74,5.0,36509,34796,0,1,0,0,1,0,1,0,0,0
2798,2019,58,1047.0,69.0,5.0,11348,18193,0,1,0,0,0,1,1,0,0,0
2799,2017,50,1498.0,108.5,5.0,14603,20846,0,1,0,0,1,0,1,0,0,0
2800,2014,43,1968.0,187.74,5.0,38030,38525,0,1,0,0,1,0,1,0,0,0
2801,2014,44,1461.0,108.5,5.0,10344,41010,0,1,0,0,0,1,1,0,0,0
2802,2016,50,1498.0,103.52,5.0,13067,28974,0,1,0,0,1,0,1,0,0,0
2803,2016,60,1498.0,99.0,5.0,8047,45090,0,1,0,0,0,1,1,0,0,0
2804,2011,36,1405.0,70.0,8.0,3803,31989,0,1,0,0,0,1,1,0,0,0
2805,2011,34,2143.0,167.62,5.0,21144,55923,0,1,0,0,1,0,1,0,0,0
2806,2014,30,2982.0,168.5,7.0,30424,42874,0,1,0,0,0,1,0,0,1,0
2807,2011,39,1497.0,118.0,5.0,5172,55923,0,0,0,1,0,1,0,0,1,0
2808,2015,43,1197.0,81.83,5.0,8366,24233,0,0,0,1,0,1,1,0,0,0
2809,2012,48,1598.0,103.6,5.0,5552,68350,0,1,0,0,0,1,0,0,1,0
2810,2011,30,2499.0,141.0,7.0,8914,42266,0,1,0,0,0,1,1,0,0,0
2811,2018,34,1497.0,121.36,5.0,15881,17306,0,0,0,1,1,0,1,0,0,0
2812,2011,54,1396.0,90.0,5.0,5126,42526,0,1,0,0,0,1,1,0,0,0
2813,2011,30,2494.0,100.6,8.0,10572,93205,0,1,0,0,0,1,1,0,0,0
2814,2018,50,1497.0,108.5,5.0,15060,8699,0,1,0,0,0,1,1,0,0,0
2815,2012,47,1399.0,68.05,5.0,5020,44464,0,1,0,0,0,1,1,0,0,0
2816,2013,41,2967.0,300.0,4.0,76821,29825,0,1,0,0,1,0,0,0,1,0
2817,2015,40,1582.0,126.2,5.0,19015,40886,0,1,0,0,1,0,1,0,0,0
2818,2014,38,1968.0,140.0,5.0,31185,32932,0,1,0,0,1,0,1,0,0,0
2819,2017,37,2179.0,140.0,7.0,22057,9072,0,1,0,0,0,1,1,0,0,0
2820,2017,32,2999.0,174.57,7.0,30424,21393,0,1,0,0,1,0,1,0,0,0
2821,2014,55,1248.0,74.0,5.0,7986,32311,0,1,0,0,0,1,1,0,0,0
2822,2015,48,1373.0,91.1,5.0,8975,15826,0,0,0,1,0,1,1,0,0,0
2823,2013,49,814.0,55.2,5.0,3955,13670,0,0,0,1,0,1,1,0,0,0
2824,2007,25,2987.0,198.5,5.0,16733,46602,0,1,0,0,1,0,1,0,0,0
2825,2011,43,1995.0,177.0,5.0,23578,59648,0,1,0,0,1,0,1,0,0,0
2826,2017,56,1186.0,73.97,5.0,8747,16700,0,1,0,0,0,1,1,0,0,0
2827,2015,34,2993.0,301.73,5.0,114091,16155,0,1,0,0,1,0,1,0,0,0
2828,2007,41,1248.0,75.0,5.0,3042,86991,0,1,0,0,0,1,0,0,1,0
2829,2008,42,1086.0,62.1,5.0,3498,59211,0,0,0,1,0,1,1,0,0,0
2830,2009,30,2494.0,102.0,8.0,12474,83885,0,1,0,0,0,1,0,0,1,0
2831,2015,43,1197.0,81.83,5.0,7301,19883,0,0,0,1,0,1,1,0,0,0
2832,2008,25,2987.0,198.5,5.0,12930,42460,0,1,0,0,1,0,0,0,1,0
2833,2011,47,1399.0,68.0,5.0,4411,44738,0,1,0,0,0,1,1,0,0,0
2834,2012,50,1364.0,86.79,5.0,9887,32373,0,1,0,0,0,1,1,0,0,0
2835,2018,44,1197.0,81.86,5.0,8899,6213,0,0,0,1,0,1,1,0,0,0
2836,2019,38,1956.0,170.0,5.0,36372,3890,0,1,0,0,0,1,1,0,0,0
2837,2019,49,1197.0,81.8,5.0,11196,2427,0,0,0,1,1,0,1,0,0,0
2838,2014,27,2982.0,171.0,7.0,26241,34771,0,1,0,0,0,1,1,0,0,0
2839,2013,48,1598.0,103.6,5.0,10648,89477,0,1,0,0,0,1,1,0,0,0
2840,2017,32,2393.0,147.8,7.0,26849,23612,0,1,0,0,0,1,1,0,0,0
2841,2013,47,1399.0,68.1,5.0,3803,31689,0,1,0,0,0,1,1,0,0,0
2842,2015,55,1364.0,67.05,5.0,9127,93205,0,1,0,0,0,1,1,0,0,0
2843,2018,42,2523.0,63.0,7.0,12550,1553,0,1,0,0,0,1,1,0,0,0
2844,2018,29,2179.0,187.7,5.0,68196,25886,0,1,0,0,1,0,1,0,0,0
2845,2011,37,1995.0,181.0,5.0,15972,39767,0,1,0,0,1,0,1,0,0,0
2846,2008,31,1495.0,94.0,5.0,2890,49709,0,0,0,1,0,1,0,0,1,0
2847,2016,54,998.0,67.04,5.0,6465,18641,0,0,0,1,1,0,0,0,1,0
2848,2014,38,2179.0,187.7,5.0,40312,26718,0,1,0,0,1,0,0,0,1,0
2849,2013,29,2698.0,179.5,5.0,34227,55923,0,1,0,0,1,0,0,0,1,0
2850,2011,54,1461.0,63.1,5.0,5020,76975,0,1,0,0,0,1,1,0,0,0
2851,2015,42,1198.0,86.7,5.0,6541,26097,0,0,0,1,0,1,0,0,1,0
2852,2012,46,1461.0,83.8,5.0,7986,49600,0,1,0,0,0,1,1,0,0,0
2853,2015,30,2494.0,100.6,8.0,17874,46602,0,1,0,0,0,1,1,0,0,0
2854,2014,42,1198.0,86.7,5.0,6465,44994,0,0,0,1,0,1,1,0,0,0
2855,2012,35,2143.0,204.0,5.0,21631,39146,0,1,0,0,1,0,1,0,0,0
2856,2015,41,1197.0,78.9,5.0,6389,33375,0,0,0,1,0,1,1,0,0,0
2857,2017,26,2755.0,171.5,8.0,27762,11184,0,1,0,0,1,0,1,0,0,0
2858,2013,37,2148.0,170.0,5.0,28142,31689,0,1,0,0,0,1,1,0,0,0
2859,2008,37,1298.0,88.2,5.0,3650,53872,0,0,0,1,0,1,0,0,1,0
2860,2016,64,1248.0,74.0,5.0,9887,18019,0,1,0,0,0,1,1,0,0,0
2861,2014,31,1086.0,62.1,5.0,4867,34796,0,0,1,0,0,1,1,0,0,0
2862,2015,54,998.0,67.04,5.0,6069,20505,0,0,0,1,1,0,1,0,0,0
2863,2014,53,1498.0,89.84,5.0,8290,40012,0,1,0,0,0,1,1,0,0,0
2864,2010,44,1248.0,90.0,5.0,4107,47224,0,1,0,0,0,1,1,0,0,0
2865,2016,64,1498.0,98.6,5.0,9507,30272,0,1,0,0,0,1,1,0,0,0
2866,2016,35,2179.0,140.0,7.0,20201,37102,0,1,0,0,0,1,1,0,0,0
2867,2012,54,1461.0,63.1,5.0,5628,51573,0,1,0,0,0,1,1,0,0,0
2868,2018,45,2143.0,167.62,5.0,60103,6657,0,1,0,0,1,0,1,0,0,0
2869,2010,44,1248.0,90.0,5.0,2129,79231,0,1,0,0,0,1,0,0,1,0
2870,2014,53,1248.0,74.0,5.0,5324,21754,0,1,0,0,0,1,1,0,0,0
2871,2012,41,1197.0,85.8,5.0,5750,46883,0,0,0,1,0,1,1,0,0,0
2872,2015,44,1405.0,69.01,5.0,4107,51573,0,1,0,0,0,1,1,0,0,0
2873,2013,60,1498.0,98.6,5.0,4867,24081,0,1,0,0,0,1,1,0,0,0
2874,2016,47,1197.0,81.8,5.0,7606,18641,0,0,0,1,0,1,1,0,0,0
2875,2012,48,1248.0,88.8,7.0,10648,24854,0,1,0,0,0,1,1,0,0,0
2876,2014,44,1197.0,82.0,5.0,4335,12116,0,0,0,1,0,1,0,0,1,0
2877,2016,46,1198.0,67.04,5.0,6465,25476,0,0,0,1,0,1,1,0,0,0
2878,2014,44,1197.0,82.0,5.0,7453,18641,0,0,0,1,0,1,0,0,1,0
2879,2017,40,1956.0,170.0,5.0,25708,22990,0,1,0,0,0,1,1,0,0,0
2880,2014,51,1199.0,73.9,5.0,6465,38525,0,1,0,0,0,1,0,0,1,0
2881,2015,36,1198.0,86.7,5.0,6602,26111,0,0,0,1,1,0,1,0,0,0
2882,2012,37,1995.0,184.0,5.0,25860,31690,0,1,0,0,1,0,1,0,0,0
2883,2017,44,1995.0,184.0,5.0,43278,34417,0,1,0,0,1,0,1,0,0,0
2884,2014,36,1497.0,116.3,5.0,9355,29035,0,0,0,1,1,0,1,0,0,0
2885,2014,30,2696.0,162.0,7.0,14071,36657,0,1,0,0,0,1,1,0,0,0
2886,2015,62,1248.0,74.0,5.0,7377,23523,0,1,0,0,0,1,1,0,0,0
2887,2014,59,1248.0,74.0,5.0,7301,44117,0,1,0,0,0,1,1,0,0,0
2888,2012,43,1198.0,86.8,5.0,3498,30462,0,0,0,1,0,1,1,0,0,0
2889,2016,44,1197.0,82.0,5.0,7225,6692,0,0,0,1,0,1,1,0,0,0
2890,2017,53,1248.0,74.0,5.0,7606,44738,0,1,0,0,0,1,1,0,0,0
2891,2015,49,814.0,55.2,5.0,3803,56544,0,0,0,1,0,1,1,0,0,0
2892,2017,43,1197.0,81.83,5.0,9051,8699,0,0,0,1,0,1,1,0,0,0
2893,2014,21,1984.0,181.0,5.0,24339,29825,0,1,0,0,1,0,0,0,1,0
2894,2014,53,1498.0,89.84,5.0,9355,46687,0,1,0,0,0,1,1,0,0,0
2895,2014,49,1197.0,85.8,5.0,6160,20194,0,0,0,1,0,1,0,0,1,0
2896,2010,51,1396.0,90.0,5.0,4715,58719,0,1,0,0,0,1,0,0,1,0
2897,2013,51,1197.0,81.8,5.0,8351,21685,0,0,0,1,0,1,1,0,0,0
2898,2010,18,4806.0,394.3,4.0,65275,26346,0,0,0,1,1,0,0,0,0,1
2899,2015,41,1248.0,75.0,5.0,8670,31068,0,1,0,0,0,1,1,0,0,0
2900,2014,45,1198.0,86.8,5.0,4335,21747,0,0,0,1,0,1,1,0,0,0
2901,2012,43,1199.0,79.4,5.0,3574,22990,0,0,0,1,0,1,0,0,1,0
2902,2018,30,1591.0,121.3,5.0,22453,20385,0,0,0,1,1,0,1,0,0,0
2903,2008,41,1497.0,78.0,5.0,3422,73943,0,0,0,1,0,1,0,0,1,0
2904,2016,43,1197.0,85.8,5.0,5552,7456,0,0,0,1,0,1,1,0,0,0
2905,2016,53,1498.0,98.59,5.0,11028,29034,0,1,0,0,0,1,1,0,0,0
2906,2010,31,1995.0,170.0,5.0,16261,45568,0,1,0,0,1,0,1,0,0,0
2907,2014,40,1591.0,121.3,5.0,8366,5592,0,0,0,1,0,1,0,0,1,0
2908,2005,30,2494.0,102.0,8.0,7758,149129,0,1,0,0,0,1,0,1,0,0
2909,2014,52,998.0,67.04,5.0,4943,15796,0,0,0,1,0,1,1,0,0,0
2910,2018,59,1248.0,88.5,7.0,14071,8699,0,1,0,0,0,1,1,0,0,0
2911,2008,46,796.0,46.3,5.0,2586,41010,0,0,0,1,0,1,1,0,0,0
2912,2010,44,998.0,66.1,5.0,4365,34376,0,0,0,1,0,1,1,0,0,0
2913,2009,25,2993.0,235.0,5.0,27001,55923,0,1,0,0,1,0,1,0,0,0
2914,2017,42,1198.0,82.0,5.0,6845,26718,0,0,0,1,0,1,1,0,0,0
2915,2008,45,1197.0,80.0,5.0,4487,36339,0,0,0,1,1,0,0,0,1,0
2916,2007,30,1799.0,130.0,5.0,3955,57787,0,0,0,1,1,0,0,0,1,0
2917,2010,47,1197.0,78.9,5.0,4563,31068,0,0,0,1,0,1,1,0,0,0
2918,2014,34,2143.0,170.0,5.0,23578,48849,0,1,0,0,1,0,0,0,1,0
2919,2011,41,1496.0,88.73,5.0,4259,22990,0,0,0,1,0,1,1,0,0,0
2920,2010,39,1497.0,118.0,5.0,3803,34051,0,0,0,1,0,1,1,0,0,0
2921,2014,55,1248.0,74.0,5.0,8747,18019,0,1,0,0,0,1,1,0,0,0
2922,2010,51,1197.0,81.8,5.0,4259,42253,0,0,0,1,0,1,1,0,0,0
2923,2014,40,1591.0,121.3,5.0,6982,36039,0,0,0,1,0,1,1,0,0,0
2924,2012,54,1248.0,73.94,5.0,5552,39947,0,1,0,0,0,1,1,0,0,0
2925,2015,30,2982.0,168.5,7.0,30196,19262,0,1,0,0,0,1,1,0,0,0
2926,2018,40,1956.0,170.0,5.0,28142,9966,0,1,0,0,0,1,1,0,0,0
2927,2017,43,1197.0,81.83,5.0,10572,12340,0,0,0,1,0,1,1,0,0,0
2928,2014,62,998.0,58.16,5.0,4335,30136,1,0,0,0,0,1,0,0,1,0
2929,2012,32,2179.0,138.0,7.0,5704,46845,0,1,0,0,0,1,1,0,0,0
2930,2008,45,1248.0,73.9,5.0,3498,48466,0,1,0,0,0,1,0,0,1,0
2931,2016,58,1396.0,69.01,5.0,3498,48466,0,1,0,0,0,1,1,0,0,0
2932,2016,66,1248.0,74.0,5.0,9051,32311,0,1,0,0,0,1,1,0,0,0
2933,2016,54,998.0,67.04,5.0,5309,18641,0,0,0,1,1,0,1,0,0,0
2934,2016,34,2993.0,258.0,5.0,72562,11963,0,1,0,0,1,0,1,0,0,0
2935,2015,38,1198.0,74.0,5.0,9781,18424,0,0,0,1,0,1,1,0,0,0
2936,2011,32,2179.0,138.03,7.0,6845,49709,0,1,0,0,0,1,1,0,0,0
2937,2018,31,1598.0,181.0,4.0,60468,1846,0,0,0,1,1,0,1,0,0,0
2938,2015,36,1196.0,70.0,5.0,6084,13297,0,0,0,1,0,1,1,0,0,0
2939,2015,61,1498.0,98.6,5.0,10618,47845,0,1,0,0,0,1,1,0,0,0
2940,2006,29,1991.0,112.0,7.0,2662,49709,0,1,0,0,0,1,0,0,1,0
2941,2013,47,1968.0,108.5,5.0,7225,50800,0,1,0,0,0,1,1,0,0,0
2942,2016,27,2982.0,171.0,7.0,35748,61884,0,1,0,0,0,1,1,0,0,0
2943,2014,52,1582.0,126.32,5.0,11393,24724,0,1,0,0,0,1,1,0,0,0
2944,2015,35,2179.0,140.0,7.0,16505,70214,0,1,0,0,0,1,1,0,0,0
2945,2017,59,799.0,53.3,5.0,5324,14912,0,0,0,1,0,1,1,0,0,0
2946,2015,43,1197.0,81.83,5.0,9583,24233,0,0,0,1,0,1,0,0,1,0
2947,2012,36,1497.0,116.3,5.0,10268,22990,0,0,0,1,1,0,1,0,0,0
2948,2017,25,3198.0,197.0,7.0,43932,37970,0,1,0,0,1,0,1,0,0,0
2949,2016,32,1798.0,157.75,5.0,21646,38306,0,0,0,1,1,0,1,0,0,0
2950,2012,53,1995.0,190.0,5.0,22818,22990,0,1,0,0,1,0,0,0,0,1
2951,2013,53,1373.0,80.9,7.0,8823,32932,1,0,0,0,0,1,1,0,0,0
2952,2013,54,1248.0,73.94,5.0,5704,40389,0,1,0,0,0,1,1,0,0,0
2953,2011,27,2982.0,171.0,7.0,19395,91968,0,1,0,0,0,1,0,0,1,0
2954,2009,37,1298.0,88.2,5.0,2966,32933,0,0,0,1,0,1,1,0,0,0
2955,2018,47,1199.0,84.0,5.0,7530,13884,0,0,0,1,0,1,1,0,0,0
2956,2015,42,1497.0,117.3,5.0,12550,31068,0,0,0,1,1,0,1,0,0,0
2957,2013,31,1995.0,170.0,5.0,31930,29939,0,1,0,0,1,0,1,0,0,0
2958,2010,33,2143.0,203.0,5.0,26621,57787,0,1,0,0,1,0,0,0,1,0
2959,2015,66,1248.0,74.0,5.0,8153,33243,0,1,0,0,0,1,1,0,0,0
2960,2014,37,1373.0,93.7,7.0,9659,10926,0,0,0,1,0,1,1,0,0,0
2961,2011,40,1591.0,121.3,5.0,4487,22509,0,0,0,1,0,1,1,0,0,0
2962,2019,29,2179.0,147.5,5.0,84731,16092,0,1,0,0,1,0,1,0,0,0
2963,2009,0,1086.0,62.0,5.0,1749,37387,0,0,0,1,0,1,1,0,0,0
2964,2017,45,2143.0,167.62,5.0,57045,6959,0,1,0,0,1,0,1,0,0,0
2965,2017,47,1197.0,78.9,5.0,6191,30475,0,0,0,1,0,1,1,0,0,0
2966,2012,51,1199.0,73.9,5.0,4548,27961,0,1,0,0,0,1,1,0,0,0
2967,2017,57,1248.0,88.5,5.0,12017,24854,0,1,0,0,0,1,1,0,0,0
2968,2016,46,1461.0,83.8,5.0,11393,22742,0,1,0,0,0,1,1,0,0,0
2969,2009,42,1248.0,75.0,5.0,1673,72700,0,1,0,0,0,1,1,0,0,0
2970,2016,26,2987.0,254.8,7.0,85188,9941,0,1,0,0,1,0,1,0,0,0
2971,2016,59,1186.0,73.97,5.0,5324,31068,0,1,0,0,0,1,1,0,0,0
2972,2008,42,1493.0,110.0,5.0,4563,93205,0,1,0,0,0,1,1,0,0,0
2973,2014,40,1591.0,121.3,5.0,9279,6835,0,0,0,1,0,1,1,0,0,0
2974,2010,36,1196.0,70.0,5.0,3422,63389,0,0,0,1,0,1,1,0,0,0
2975,2016,59,1248.0,74.0,5.0,9051,23612,0,1,0,0,0,1,1,0,0,0
2976,2013,54,1461.0,63.12,5.0,7530,44422,0,1,0,0,0,1,1,0,0,0
2977,2015,38,1198.0,74.0,5.0,8351,28803,0,0,0,1,0,1,0,0,1,0
2978,2019,53,1995.0,190.0,5.0,10146,54059,0,1,0,0,1,0,1,0,0,0
2979,2015,35,1598.0,103.52,5.0,9507,12902,0,0,0,1,0,1,1,0,0,0
2980,2014,28,2967.0,241.4,7.0,53060,31737,0,1,0,0,1,0,1,0,0,0
2981,2016,61,1248.0,88.5,5.0,10496,52247,0,1,0,0,0,1,1,0,0,0
2982,2014,59,1498.0,98.6,5.0,9112,34175,0,1,0,0,0,1,1,0,0,0
2983,2010,25,3498.0,272.0,5.0,15820,45360,0,0,0,1,1,0,1,0,0,0
2984,2012,34,2967.0,241.38,5.0,44115,31069,0,1,0,0,1,0,1,0,0,0
2985,2016,32,2179.0,118.3,7.0,8899,57890,0,1,0,0,0,1,0,0,1,0
2986,2006,28,1493.0,100.0,5.0,3361,61877,0,0,0,1,1,0,0,0,0,1
2987,2010,36,1586.0,103.3,5.0,3650,44738,0,0,0,1,0,1,1,0,0,0
2988,2009,34,1798.0,138.1,5.0,4563,43495,0,0,0,1,0,1,0,0,0,1
2989,2012,33,1598.0,103.6,5.0,5704,37903,0,0,0,1,1,0,0,0,1,0
2990,2015,49,814.0,55.2,5.0,4487,41327,0,0,0,1,0,1,1,0,0,0
2991,2011,47,1968.0,108.5,5.0,8823,52233,0,1,0,0,0,1,1,0,0,0
2992,2012,53,1248.0,74.0,5.0,7453,50206,0,1,0,0,0,1,1,0,0,0
2993,2018,33,1798.0,138.03,5.0,25784,3106,0,0,0,1,1,0,1,0,0,0
2994,2013,30,2494.0,100.0,8.0,19015,57166,0,1,0,0,0,1,1,0,0,0
2995,2017,64,1047.0,69.0,5.0,7606,32932,0,1,0,0,0,1,1,0,0,0
2996,2015,36,1598.0,103.52,5.0,7119,24744,0,0,0,1,0,1,1,0,0,0
2997,2016,25,3198.0,197.0,7.0,45332,18019,0,1,0,0,1,0,1,0,0,0
2998,2017,59,799.0,53.3,5.0,5263,15045,0,0,0,1,0,1,0,0,1,0
2999,2012,54,1396.0,90.0,5.0,6084,46602,0,1,0,0,0,1,1,0,0,0
3000,2012,41,1896.0,106.0,5.0,6845,47979,0,1,0,0,0,1,0,0,1,0
3001,2013,50,1364.0,87.2,5.0,8929,46161,0,1,0,0,0,1,1,0,0,0
3002,2015,36,2179.0,120.0,8.0,14451,37903,0,1,0,0,0,1,1,0,0,0
3003,2013,33,1968.0,174.3,5.0,49439,27340,0,1,0,0,1,0,1,0,0,0
3004,2014,42,1248.0,73.8,8.0,5902,46006,0,1,0,0,0,1,1,0,0,0
3005,2013,53,1995.0,190.0,5.0,19897,53342,0,1,0,0,1,0,1,0,0,0
3006,2012,50,1461.0,84.8,5.0,5324,32311,0,1,0,0,0,1,1,0,0,0
3007,2010,30,2354.0,177.6,5.0,5324,29204,0,0,0,1,0,1,0,0,1,0
3008,2010,39,1493.0,110.0,5.0,6769,44744,0,1,0,0,0,1,1,0,0,0
3009,2015,39,796.0,34.2,8.0,3574,9320,0,0,0,1,0,1,1,0,0,0
3010,2015,40,1497.0,117.3,5.0,7606,298258,0,0,0,1,0,1,1,0,0,0
3011,2012,0,2967.0,241.4,5.0,42594,15360,0,1,0,0,1,0,0,0,1,0
3012,2007,39,1388.0,68.0,5.0,3042,46602,0,0,0,1,0,1,0,0,1,0
3013,2015,53,1396.0,88.73,5.0,9659,35418,0,1,0,0,0,1,1,0,0,0
3014,2015,30,2143.0,201.1,5.0,37467,25511,0,1,0,0,1,0,1,0,0,0
3015,2012,61,998.0,58.2,5.0,4563,57166,1,0,0,0,0,1,0,0,1,0
3016,2016,53,1498.0,98.59,5.0,12017,12427,0,1,0,0,0,1,1,0,0,0
3017,2011,43,1197.0,80.0,5.0,4943,32534,0,0,0,1,0,1,1,0,0,0
3018,2016,41,1497.0,117.3,5.0,12550,10563,0,0,0,1,0,1,0,0,1,0
3019,2011,54,1461.0,63.1,5.0,4335,24234,0,1,0,0,0,1,1,0,0,0
3020,2010,47,1399.0,68.0,5.0,4867,80769,0,1,0,0,0,1,0,0,1,0
3021,2013,43,1198.0,75.0,5.0,2662,27961,0,0,0,1,0,1,1,0,0,0
3022,2009,30,2354.0,177.6,5.0,8747,50953,0,0,0,1,0,1,0,0,1,0
3023,2010,32,1798.0,157.75,5.0,7149,41631,0,0,0,1,1,0,1,0,0,0
3024,2017,32,796.0,35.0,5.0,4411,13210,0,0,0,1,0,1,1,0,0,0
3025,2012,51,1396.0,88.8,5.0,6465,34400,0,1,0,0,0,1,1,0,0,0
3026,2017,40,1582.0,126.2,5.0,22057,8077,0,1,0,0,1,0,1,0,0,0
3027,2016,59,1248.0,74.0,5.0,8123,28412,0,1,0,0,0,1,1,0,0,0
3028,2014,59,1248.0,74.0,5.0,5856,65243,0,1,0,0,0,1,1,0,0,0
3029,2009,30,2494.0,102.0,8.0,12930,96968,0,1,0,0,0,1,1,0,0,0
3030,2016,57,1120.0,71.0,5.0,6389,83885,0,1,0,0,0,1,1,0,0,0
3031,2016,48,1248.0,88.7,7.0,10268,41631,0,1,0,0,0,1,1,0,0,0
3032,2016,25,3198.0,197.2,7.0,39551,55923,0,1,0,0,1,0,1,0,0,0
3033,2019,53,1396.0,88.73,5.0,13097,20039,0,1,0,0,0,1,1,0,0,0
3034,2009,44,998.0,67.1,5.0,2220,29204,0,0,0,1,0,1,1,0,0,0
3035,2011,49,1248.0,73.9,5.0,4259,46794,0,1,0,0,0,1,0,0,1,0
3036,2018,75,998.0,58.2,4.0,6084,27465,1,0,0,0,0,1,1,0,0,0
3037,2014,39,1497.0,118.0,5.0,8321,36039,0,0,0,1,0,1,1,0,0,0
3038,2009,41,1298.0,85.8,5.0,3726,37282,0,0,0,1,0,1,1,0,0,0
3039,2014,40,1995.0,184.0,5.0,32706,27961,0,1,0,0,1,0,1,0,0,0
3040,2010,35,1368.0,90.0,5.0,2099,25597,0,0,0,1,0,1,1,0,0,0
3041,2016,37,2179.0,140.0,7.0,20536,55302,0,1,0,0,0,1,1,0,0,0
3042,2009,39,1197.0,78.9,5.0,4715,37599,0,0,0,1,1,0,0,0,1,0
3043,2016,50,1197.0,83.1,5.0,8351,5281,0,0,0,1,0,1,1,0,0,0
3044,2017,57,1248.0,88.5,5.0,14466,22357,0,1,0,0,0,1,1,0,0,0
3045,2012,36,1196.0,70.02,5.0,3635,14385,0,0,0,1,0,1,1,0,0,0
3046,2014,78,998.0,67.04,5.0,4943,46393,1,0,0,0,0,1,1,0,0,0
3047,2014,42,1197.0,103.5,5.0,8594,38232,0,0,0,1,1,0,1,0,0,0
3048,2010,35,2489.0,93.7,7.0,2814,56915,0,1,0,0,0,1,1,0,0,0
3049,2019,31,2995.0,340.0,5.0,3072,8884,0,0,0,1,1,0,1,0,0,0
3050,2013,45,1248.0,73.9,5.0,8823,51776,0,1,0,0,0,1,1,0,0,0
3051,2017,38,1199.0,74.0,5.0,10496,14202,0,0,0,1,0,1,1,0,0,0
3052,2013,40,1591.0,121.3,5.0,8138,21511,0,0,0,1,0,1,0,0,1,0
3053,2010,46,1086.0,68.05,5.0,4335,34796,0,0,0,1,0,1,1,0,0,0
3054,2014,30,2143.0,204.0,5.0,34607,50331,0,1,0,0,1,0,1,0,0,0
3055,1998,40,993.0,60.0,5.0,684,59123,0,0,0,1,0,1,0,0,0,1
3056,2013,47,1197.0,78.9,5.0,7058,20366,0,0,0,1,0,1,1,0,0,0
3057,2016,60,1498.0,98.6,5.0,8016,32054,0,1,0,0,0,1,1,0,0,0
3058,2016,33,2179.0,148.0,7.0,15212,22369,0,1,0,0,0,1,1,0,0,0
3059,2015,43,1198.0,86.8,5.0,6008,13670,0,0,0,1,0,1,1,0,0,0
3060,2010,39,1197.0,80.0,5.0,5141,19109,0,0,0,1,0,1,1,0,0,0
3061,2018,34,1390.0,120.33,5.0,25556,23058,0,0,0,1,0,1,1,0,0,0
3062,2010,39,1198.0,88.8,5.0,3027,27961,0,0,0,1,0,1,1,0,0,0
3063,2017,44,1197.0,82.0,5.0,8883,20681,0,0,0,1,0,1,1,0,0,0
3064,2016,34,2993.0,270.9,5.0,54992,34246,0,1,0,0,1,0,1,0,0,0
3065,2014,38,2179.0,187.7,5.0,39095,11184,0,1,0,0,1,0,1,0,0,0
3066,2013,37,2179.0,140.0,7.0,14056,81269,0,1,0,0,0,1,1,0,0,0
3067,2015,53,1598.0,118.0,5.0,11637,10319,0,1,0,0,0,1,1,0,0,0
3068,2015,40,1968.0,174.33,5.0,38502,20011,0,1,0,0,1,0,1,0,0,0
3069,2013,44,1461.0,108.45,5.0,7225,41631,0,1,0,0,0,1,1,0,0,0
3070,2014,44,1197.0,85.8,5.0,10176,35838,0,0,0,1,0,1,1,0,0,0
3071,2012,38,1198.0,73.9,5.0,4715,25476,0,0,0,1,0,1,1,0,0,0
3072,2012,46,796.0,35.0,8.0,2357,40389,0,0,0,1,0,1,1,0,0,0
3073,2019,44,1197.0,81.86,5.0,10405,7551,0,0,0,1,1,0,1,0,0,0
