,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Miles_Driven
3232,2013,Diesel,Automatic,First,45,1582.0,126.24,5.0,12930,30337
3233,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,3361,21798
3234,2012,Petrol,Manual,First,39,796.0,34.2,5.0,2433,78292
3235,2016,Petrol,Automatic,First,36,1198.0,86.7,5.0,9507,11806
3236,2007,Petrol,Automatic,Second,30,1799.0,130.0,5.0,3422,42874
3237,2019,Diesel,Automatic,First,42,2143.0,136.0,5.0,39171,18539
3238,2010,Petrol,Manual,Second,30,1798.0,157.8,5.0,10268,29827
3239,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,9507,32512
3240,2013,Diesel,Manual,First,53,1498.0,89.84,5.0,7758,40389
3241,2009,Diesel,Automatic,Second,20,2987.0,224.34,5.0,16353,41010
3242,2016,Diesel,Manual,First,56,1120.0,70.0,5.0,8670,47037
3243,2013,Diesel,Manual,First,48,1598.0,105.0,5.0,9051,26718
3244,2012,Diesel,Manual,First,59,936.0,56.3,5.0,3650,26536
3245,2013,Diesel,Manual,First,40,1493.0,100.0,7.0,5309,21747
3246,2011,Petrol,Automatic,First,45,1197.0,80.0,5.0,6084,33770
3247,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,5856,52195
3248,2010,Petrol,Automatic,First,34,1794.0,138.1,5.0,6008,39331
3249,2013,Petrol,Manual,Second,47,1197.0,78.9,5.0,4563,46633
3250,2018,Petrol,Manual,First,42,1196.0,86.8,5.0,10192,15060
3251,2016,Petrol,Manual,First,43,1197.0,85.8,5.0,9340,14146
3252,2012,Petrol,Automatic,Second,35,1396.0,98.6,5.0,6693,36039
3253,2017,Diesel,Manual,First,62,1248.0,74.0,5.0,6465,35418
3254,2010,Petrol,Automatic,First,20,4395.0,402.0,5.0,39445,31168
3255,2016,Diesel,Manual,First,53,1598.0,118.0,5.0,10648,27961
3256,2017,Diesel,Automatic,First,29,2982.0,168.5,7.0,38213,42451
3257,2017,Petrol,Manual,First,47,998.0,68.05,5.0,6769,19082
3258,2011,Diesel,Manual,First,51,1396.0,90.0,5.0,3650,23784
3259,2012,Diesel,Manual,Second,48,1598.0,103.6,5.0,6586,71457
3260,2017,Petrol,Automatic,First,43,1197.0,83.14,5.0,10542,29110
3261,2014,Diesel,Manual,First,51,1396.0,90.0,5.0,6465,39767
3262,2010,Diesel,Automatic,First,33,2143.0,203.0,5.0,19015,81351
3263,2015,Petrol,Manual,First,44,1197.0,82.0,5.0,7453,9320
3264,2014,Diesel,Manual,First,54,1396.0,90.0,5.0,6845,20331
3265,2016,Petrol,Manual,First,59,799.0,53.3,5.0,4563,7767
3266,2015,Petrol,Automatic,First,39,1197.0,82.0,5.0,8823,37157
3267,2011,Petrol,Manual,First,35,1598.0,103.6,5.0,5065,33685
3268,2015,Diesel,Automatic,First,33,1998.0,163.7,5.0,10070,38675
3269,2015,Diesel,Manual,Second,44,1461.0,108.5,5.0,8747,33554
3270,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,9431,40389
3271,2015,Petrol,Automatic,First,54,998.0,67.04,5.0,5324,34175
3272,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3042,44117
3273,2012,Diesel,Manual,First,51,1396.0,88.8,5.0,6084,43495
3274,2011,Petrol,Automatic,First,28,1781.0,163.2,5.0,14451,32932
3275,2013,Diesel,Automatic,First,40,1995.0,184.0,5.0,26621,26718
3276,2015,Petrol,Automatic,First,33,1598.0,103.52,5.0,9294,33554
3277,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,5704,31689
3278,2007,Diesel,Manual,Second,24,2835.0,107.2,6.0,9431,48466
3279,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,9355,15534
3280,2012,Petrol,Manual,First,49,998.0,67.1,5.0,3650,7829
3281,2009,Diesel,Manual,Fourth & Above,41,1248.0,75.0,5.0,3270,49709
3282,2016,Petrol,Manual,First,44,1197.0,82.0,5.0,5704,13048
3283,2011,Petrol,Manual,Second,36,1196.0,70.0,5.0,3270,19883
3284,2015,Petrol,Manual,First,44,1197.0,81.86,5.0,7225,31068
3285,2010,Petrol,Manual,First,36,1586.0,103.3,5.0,3726,29515
3286,2017,Petrol,Manual,First,40,1497.0,117.3,5.0,16961,4660
3287,2016,Diesel,Automatic,First,46,1461.0,108.45,5.0,13538,42354
3288,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6617,37903
3289,2015,Diesel,Manual,Second,30,2494.0,100.6,7.0,18254,62137
3290,2009,Diesel,Automatic,Second,37,1995.0,181.0,5.0,12930,38214
3291,2017,Petrol,Manual,First,46,1086.0,68.05,5.0,6495,26646
3292,2012,Diesel,Manual,Second,48,1461.0,83.8,5.0,6465,60272
3293,2010,Petrol,Automatic,First,26,2360.0,170.0,5.0,14071,24559
3294,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,13097,21986
3295,2010,Diesel,Automatic,First,27,2987.0,261.0,7.0,42594,28583
3296,2018,Diesel,Manual,First,54,1498.0,98.96,5.0,14071,20001
3297,2016,Diesel,Automatic,First,44,1582.0,126.2,5.0,13082,16777
3298,2018,Petrol,Manual,First,38,1198.0,74.0,5.0,11454,14126
3299,2014,Diesel,Manual,First,46,1461.0,108.45,5.0,8747,36040
3300,2012,Petrol,Automatic,First,38,1198.0,86.8,5.0,6313,19573
3301,2017,Petrol,Manual,First,42,1196.0,86.8,5.0,8883,19220
3302,2012,Diesel,Automatic,First,43,1968.0,187.74,5.0,25100,16832
3303,2015,Diesel,Automatic,First,37,2993.0,258.0,7.0,65412,18330
3304,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,5400,27961
3305,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,13538,7264
3306,2006,Diesel,Manual,Second,38,1896.0,90.0,5.0,3803,75185
3307,2010,Diesel,Manual,First,38,1493.0,110.0,5.0,5856,73369
3308,2012,Petrol,Automatic,Third,40,1591.0,121.4,5.0,11409,22555
3309,2005,Petrol,Manual,Second,35,1341.0,61.0,5.0,2738,55923
3310,2010,Diesel,Manual,First,47,1399.0,68.0,5.0,3422,48466
3311,2015,Diesel,Automatic,First,41,1968.0,174.33,5.0,36889,26097
3312,2015,Petrol,Manual,First,38,1198.0,74.0,5.0,6617,16777
3313,2012,Diesel,Automatic,First,40,1995.0,184.0,5.0,17494,13670
3314,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,7225,30447
3315,2012,Diesel,Manual,First,54,1396.0,90.0,5.0,7590,26470
3316,2018,Petrol,Automatic,First,44,1199.0,88.7,5.0,13919,7949
3317,2014,Petrol,Automatic,First,23,2354.0,152.0,5.0,21281,54709
3318,2014,Diesel,Automatic,Second,47,2143.0,107.3,5.0,30044,4970
3319,2018,Diesel,Automatic,First,37,2179.0,140.0,7.0,25510,51411
3320,2006,Diesel,Manual,Third,31,2523.0,63.0,7.0,3803,119924
3321,2013,Petrol,Automatic,First,42,1498.0,99.6,5.0,5552,4349
3322,2012,Diesel,Automatic,Second,29,2179.0,187.74,5.0,35748,37282
3323,2017,Petrol,Manual,First,53,796.0,47.3,5.0,4730,23612
3324,2013,Petrol,Manual,First,41,1496.0,88.73,5.0,6951,35010
3325,2014,Petrol,Manual,First,39,1197.0,80.0,5.0,8092,11096
3326,2012,Petrol,Manual,First,47,1197.0,78.9,5.0,4867,32932
3327,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,8564,42194
3328,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4563,11806
3329,2010,Diesel,Automatic,Second,53,1995.0,190.0,5.0,14071,41631
3330,2011,Diesel,Manual,First,55,1396.0,70.0,5.0,1825,49709
3331,2015,Petrol,Manual,First,53,796.0,47.3,5.0,3270,37903
3332,2010,Diesel,Manual,First,51,1199.0,73.9,5.0,4639,24233
3333,2014,Petrol,Automatic,First,33,1798.0,138.03,5.0,17494,36660
3334,2008,Petrol,Manual,First,42,1086.0,62.1,5.0,3498,50288
3335,2016,Petrol,Manual,First,47,1197.0,81.8,5.0,7530,21126
3336,2013,Diesel,Manual,First,50,1461.0,84.8,5.0,7225,80778
3337,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,15440,32547
3338,2011,Petrol,Manual,First,42,1198.0,75.0,5.0,4031,27340
3339,2015,Diesel,Manual,First,47,1399.0,68.05,5.0,5780,52195
3340,2017,Petrol,Automatic,First,30,1997.0,141.1,5.0,25373,25909
3341,2014,Diesel,Manual,First,44,1461.0,108.5,5.0,7606,101283
3342,2011,Petrol,Manual,Second,41,1197.0,78.9,5.0,5704,26097
3343,2013,Diesel,Manual,Third,50,1396.0,88.76,5.0,6252,80156
3344,2015,Petrol,Manual,Second,42,1196.0,86.8,5.0,6465,20008
3345,2004,Diesel,Manual,First,24,2835.0,107.2,6.0,5248,80156
3346,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,34227,24854
3347,2006,Petrol,Manual,First,29,1998.0,132.0,8.0,6845,93205
3348,2007,Petrol,Manual,First,35,1150.0,74.9,5.0,1369,86991
3349,2006,Petrol,Manual,First,35,1341.0,83.0,5.0,2814,39258
3350,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,4943,24590
3351,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,11165,43728
3352,2015,Diesel,Manual,First,47,1498.0,88.5,5.0,6465,16314
3353,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9811,8363
3354,2011,Diesel,Manual,Second,30,2494.0,102.0,8.0,16353,75807
3355,2015,Diesel,Automatic,First,35,2143.0,203.2,5.0,42213,36405
3356,2005,Petrol,Manual,Second,40,1061.0,64.0,5.0,1506,71457
3357,2016,Diesel,Automatic,First,29,2198.0,158.0,7.0,36509,46602
3358,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9279,18822
3359,2017,Petrol,Manual,First,41,1199.0,88.7,5.0,12550,20037
3360,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,7073,45981
3361,2014,Petrol,Manual,First,32,1997.0,153.86,5.0,14831,34858
3362,2014,Petrol,Manual,First,44,1197.0,81.86,5.0,6693,38105
3363,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,6069,20505
3364,2016,Diesel,Automatic,First,38,2993.0,258.0,5.0,69565,11240
3365,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8016,44359
3366,2014,CNG,Manual,First,61,998.0,58.2,5.0,5324,25476
3367,2016,Diesel,Manual,First,61,1498.0,98.6,5.0,11028,41631
3368,2008,Diesel,Manual,Second,39,1405.0,70.0,5.0,2433,61515
3369,2014,Diesel,Manual,Second,44,1461.0,108.45,5.0,9127,88234
3370,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,4563,16755
3371,2015,Petrol,Manual,First,43,1199.0,88.7,5.0,7530,17167
3372,2016,Diesel,Manual,First,55,1248.0,88.5,5.0,13675,51261
3373,2007,Petrol,Manual,Third,27,2354.0,144.0,5.0,2814,53437
3374,2016,Petrol,Manual,First,38,1198.0,73.9,5.0,9370,16765
3375,2010,Diesel,Manual,First,49,1248.0,73.9,5.0,5324,68643
3376,2014,Petrol,Manual,First,45,1199.0,88.76,5.0,6845,42874
3377,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,11789,7456
3378,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,10040,48156
3379,2014,Petrol,Manual,First,44,1197.0,82.0,5.0,7575,29845
3380,2008,Diesel,Automatic,Third,37,1995.0,181.0,5.0,14831,105633
3381,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8442,43225
3382,2016,Diesel,Automatic,First,50,1498.0,108.5,5.0,15668,28267
3383,2011,Petrol,Automatic,Second,27,2354.0,177.6,5.0,11409,52816
3384,2008,Petrol,Manual,First,34,1399.0,92.7,5.0,2738,34735
3385,2017,Petrol,Manual,First,38,1199.0,74.0,5.0,9507,11495
3386,2015,Diesel,Manual,Second,35,2489.0,93.7,7.0,10344,80622
3387,2009,Petrol,Automatic,First,45,1197.0,80.0,5.0,4563,31629
3388,2015,Diesel,Manual,First,35,2179.0,140.0,7.0,17646,52645
3389,2013,Diesel,Manual,Second,53,1582.0,126.24,5.0,10572,24854
3390,2010,Petrol,Manual,Third,33,1798.0,160.0,5.0,5324,37282
3391,2014,Petrol,Manual,First,44,1197.0,81.86,5.0,8366,20813
3392,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,8594,15534
3393,2013,Diesel,Manual,First,42,1248.0,73.8,8.0,4943,44117
3394,2015,Petrol,Automatic,First,33,1598.0,103.6,5.0,11743,12940
3395,2016,Diesel,Manual,First,46,1582.0,126.2,5.0,18254,26249
3396,2013,Diesel,Manual,First,59,936.0,57.6,5.0,2357,61265
3397,2011,Diesel,Manual,First,27,2982.0,171.0,7.0,16353,38587
3398,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10222,27488
3399,2012,Diesel,Automatic,First,28,2967.0,241.4,7.0,43430,57006
3400,2013,Diesel,Automatic,Second,41,2967.0,300.0,4.0,114091,12320
3401,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,15957,22922
3402,2012,Diesel,Manual,First,40,1493.0,100.0,7.0,5780,55953
3403,2012,Diesel,Automatic,First,38,1968.0,140.0,5.0,28142,45982
3404,2013,Petrol,Automatic,First,29,2359.0,198.25,5.0,9127,25476
3405,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,8366,51995
3406,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3498,56544
3407,2016,Diesel,Manual,First,57,1248.0,88.5,7.0,13234,31068
3408,2015,Diesel,Manual,First,57,1120.0,71.01,5.0,7530,36039
3409,2012,Diesel,Manual,First,53,1248.0,74.0,5.0,6465,49709
3410,2017,Diesel,Manual,Second,37,2179.0,140.0,7.0,16642,25656
3411,2013,Diesel,Automatic,First,52,1995.0,190.0,5.0,32341,40389
3412,2016,Petrol,Manual,Second,33,1798.0,138.03,5.0,17494,10234
3413,2015,Diesel,Manual,Second,53,1396.0,88.73,5.0,9127,33764
3414,2016,Petrol,Manual,First,42,1198.0,82.0,6.0,6237,14928
3415,2013,Petrol,Manual,First,58,796.0,47.3,5.0,3057,14929
3416,2010,Petrol,Manual,First,36,1172.0,67.0,5.0,3955,36828
3417,2012,Petrol,Manual,First,44,998.0,67.1,5.0,3574,24854
3418,2012,Diesel,Manual,Second,22,2835.0,118.6,6.0,13919,96664
3419,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4411,26296
3420,2017,Diesel,Manual,Second,53,1396.0,88.73,5.0,13964,15007
3421,2016,Petrol,Automatic,First,30,1591.0,121.3,5.0,17417,16777
3422,2012,CNG,Manual,Second,63,796.0,38.4,5.0,3194,57166
3423,2017,Petrol,Manual,First,41,1198.0,86.7,5.0,8412,38397
3424,2016,Petrol,Manual,First,42,1198.0,82.0,6.0,5704,8388
3425,2018,Petrol,Automatic,First,42,1497.0,117.3,5.0,19015,2796
3426,2017,Diesel,Automatic,First,37,2179.0,140.0,7.0,23578,14291
3427,2013,Diesel,Automatic,Second,34,2143.0,170.0,5.0,22057,50068
3428,2017,Diesel,Automatic,First,46,1461.0,108.45,5.0,18954,26498
3429,2014,Petrol,Manual,Second,38,1198.0,74.0,5.0,7986,18641
3430,2009,Diesel,Automatic,Second,31,2987.0,282.0,5.0,38030,60894
3431,2012,Diesel,Automatic,First,30,2993.0,271.23,4.0,68454,31068
3432,2015,Diesel,Manual,First,66,1248.0,74.0,5.0,7758,39338
3433,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,5324,41010
3434,2011,Diesel,Automatic,Second,37,1995.0,181.0,5.0,19015,45981
3435,2012,Diesel,Manual,First,55,1396.0,88.7,5.0,8442,57787
3436,2015,Diesel,Automatic,First,27,2982.0,169.0,7.0,29633,43495
3437,2012,Petrol,Manual,First,43,1197.0,85.8,5.0,5947,30305
3438,2010,Petrol,Manual,First,43,1199.0,79.4,5.0,3331,41010
3439,2017,Petrol,Automatic,First,44,1197.0,82.0,5.0,10481,17036
3440,2011,Petrol,Manual,Second,36,1196.0,70.0,5.0,5278,32058
3441,2010,Petrol,Manual,First,37,1298.0,88.2,5.0,4335,46602
3442,2016,Diesel,Automatic,First,40,1968.0,174.33,5.0,39004,24380
3443,2018,Petrol,Manual,First,39,1497.0,116.3,5.0,15638,7435
3444,2015,Petrol,Manual,First,42,1199.0,88.7,5.0,9583,22990
3445,2014,Diesel,Manual,First,47,1498.0,88.8,5.0,7225,44067
3446,2013,Diesel,Manual,First,46,1461.0,83.14,5.0,8823,40563
3447,2016,Diesel,Automatic,First,29,2179.0,187.7,7.0,67694,38525
3448,2014,Petrol,Manual,First,43,1197.0,82.9,5.0,7073,27666
3449,2009,Petrol,Manual,First,39,1497.0,118.0,5.0,5476,53974
3450,2015,Diesel,Manual,First,37,2179.0,140.0,7.0,18634,63768
3451,2017,Diesel,Manual,First,38,1956.0,170.0,5.0,30424,27961
3452,2017,Diesel,Manual,First,37,2179.0,140.0,7.0,24339,13670
3453,2011,Diesel,Automatic,Second,27,2179.0,120.0,8.0,9446,67670
3454,2016,Petrol,Manual,First,45,1198.0,67.0,7.0,4943,7953
3455,2016,Diesel,Manual,First,36,2179.0,120.0,7.0,14831,19883
3456,2014,Petrol,Automatic,First,36,1198.0,86.7,5.0,6769,24233
3457,2017,Diesel,Manual,First,60,1498.0,98.6,5.0,18254,26097
3458,2008,Petrol,Manual,First,33,1396.0,65.0,5.0,1216,45360
3459,2018,Diesel,Manual,First,56,1186.0,73.97,5.0,9051,29825
3460,2015,CNG,Manual,First,78,796.0,40.3,4.0,4563,11184
3461,2014,Petrol,Manual,First,40,1396.0,105.5,5.0,7986,11806
3462,2019,Diesel,Manual,First,32,2393.0,147.8,7.0,33771,20876
3463,2012,Diesel,Automatic,First,40,1995.0,184.0,5.0,20536,39146
3464,2015,Diesel,Automatic,First,39,1968.0,138.03,5.0,20536,29825
3465,2014,Diesel,Manual,First,47,1399.0,68.05,5.0,5278,41010
3466,2013,Diesel,Automatic,Second,26,2696.0,184.0,7.0,14451,49709
3467,2011,Petrol,Manual,First,35,1598.0,103.6,5.0,7301,22990
3468,2016,Petrol,Manual,First,35,1598.0,103.52,5.0,9948,21784
3469,2012,Petrol,Manual,First,38,1198.0,73.9,5.0,4715,32311
3470,2015,Diesel,Manual,First,55,1248.0,88.5,5.0,12154,38098
3471,2009,Petrol,Manual,Second,34,1798.0,138.1,5.0,5020,27961
3472,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,13310,45981
3473,2013,Petrol,Automatic,First,45,1197.0,80.0,5.0,6373,55302
3474,2019,Diesel,Automatic,First,42,2143.0,136.0,5.0,46807,8335
3475,2006,Petrol,Manual,Second,39,1497.0,100.0,5.0,3209,59030
3476,2018,Petrol,Manual,First,42,1198.0,82.0,6.0,9507,9879
3477,2011,Diesel,Manual,First,27,2982.0,171.0,7.0,17341,93827
3478,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,7910,40389
3479,2017,Diesel,Automatic,First,43,1968.0,187.74,5.0,60605,22881
3480,2013,Diesel,Manual,First,47,1399.0,68.05,5.0,6769,40567
3481,2014,Diesel,Automatic,First,42,2143.0,136.0,5.0,29663,32311
3482,2007,Petrol,Manual,First,35,1150.0,74.9,5.0,2662,20505
3483,2016,Diesel,Manual,First,60,1498.0,99.0,5.0,7758,44117
3484,2013,Diesel,Automatic,First,53,1582.0,126.2,5.0,10344,44117
3485,2016,Petrol,Automatic,First,50,1197.0,83.1,5.0,8731,12427
3486,2010,Petrol,Manual,First,37,1197.0,85.0,5.0,5020,44117
3487,2010,Diesel,Automatic,First,23,3498.0,271.72,4.0,48679,18019
3488,2016,Diesel,Automatic,First,51,1995.0,190.0,5.0,53242,16777
3489,2017,Diesel,Automatic,First,66,1248.0,73.75,5.0,13538,11806
3490,2011,Petrol,Manual,Second,40,1591.0,121.3,5.0,6084,36039
3491,2018,Diesel,Manual,First,40,1956.0,170.0,5.0,29602,26223
3492,2009,Diesel,Automatic,First,26,1991.0,142.0,5.0,7986,58408
3493,2013,CNG,Manual,Second,35,1196.0,73.0,5.0,3955,32311
3494,2018,Diesel,Manual,First,50,1497.0,108.5,5.0,14025,3044
3495,2013,Petrol,Manual,First,49,814.0,55.2,5.0,2738,43495
3496,2015,Diesel,Automatic,First,34,2993.0,258.0,5.0,48298,40554
3497,2014,Diesel,Manual,First,48,1248.0,88.76,7.0,9112,33907
3498,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,7514,31914
3499,2007,Petrol,Manual,Third,39,1388.0,68.0,5.0,2281,77671
3500,2008,Petrol,Manual,Third,31,1799.0,130.0,5.0,4943,41010
3501,2007,LPG,Manual,First,40,1061.0,57.5,5.0,2966,40418
3502,2014,Diesel,Manual,First,48,1248.0,88.8,7.0,9887,13844
3503,2013,Diesel,Manual,First,56,1120.0,70.0,5.0,5643,39276
3504,2018,Petrol,Manual,First,47,1197.0,81.86,5.0,7606,19262
3505,2008,Petrol,Manual,First,46,1086.0,68.05,5.0,3027,37282
3506,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,6465,19887
3507,2009,Diesel,Automatic,First,29,2698.0,179.5,5.0,12169,48466
3508,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,4487,5896
3509,2018,Petrol,Manual,First,59,799.0,53.3,5.0,5324,3106
3510,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,24339,37282
3511,2015,Petrol,Manual,First,53,796.0,47.3,5.0,4183,31068
3512,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,10572,32932
3513,2011,Petrol,Automatic,Second,27,1796.0,186.0,5.0,19015,39767
3514,2017,Diesel,Automatic,First,31,2967.0,241.4,5.0,56026,27232
3515,2011,Petrol,Manual,First,38,1199.0,74.0,5.0,4107,22637
3516,2017,Diesel,Manual,First,50,1396.0,88.7,5.0,15060,21747
3517,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,5826,58925
3518,2012,Petrol,Manual,First,39,1497.0,118.0,5.0,7986,54917
3519,2016,Diesel,Manual,First,53,1598.0,118.0,5.0,11789,28082
3520,2010,Petrol,Manual,Second,38,1586.0,103.2,5.0,3742,41010
3521,2014,Diesel,Manual,First,55,1248.0,74.0,5.0,6024,23971
3522,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,12550,24854
3523,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,11530,12820
3524,2014,Diesel,Manual,First,56,1120.0,70.0,5.0,6069,45386
3525,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9507,33713
3526,2013,Diesel,Manual,First,48,1598.0,103.5,5.0,7606,57787
3527,2005,Diesel,Automatic,Second,25,2987.0,198.5,5.0,7073,63379
3528,2016,Diesel,Automatic,First,30,2199.0,194.3,7.0,32508,17945
3529,2007,Petrol,Manual,First,46,796.0,46.3,5.0,2662,32432
3530,2018,Diesel,Manual,First,29,2499.0,134.0,5.0,24476,12689
3531,2012,Diesel,Manual,First,58,1396.0,88.7,5.0,6237,23612
3532,2015,Diesel,Manual,First,47,1399.0,68.0,5.0,5415,57716
3533,2010,Petrol,Manual,Second,39,1497.0,118.0,5.0,6404,26718
3534,2015,Diesel,Manual,First,56,1582.0,126.2,5.0,10040,35418
3535,2018,Petrol,Automatic,First,30,1591.0,121.3,5.0,21829,20153
3536,2017,Diesel,Manual,First,53,1498.0,89.84,5.0,14451,19883
3537,2011,Diesel,Automatic,First,26,2993.0,241.0,4.0,33314,36660
3538,2016,Diesel,Automatic,First,42,1995.0,190.0,5.0,46321,47514
3539,2016,Diesel,Manual,First,60,1498.0,99.0,5.0,7758,62137
3540,2013,Petrol,Automatic,First,39,1591.0,121.3,5.0,8275,23044
3541,2010,Diesel,Manual,First,32,1399.0,68.0,5.0,2433,83885
3542,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,25358,34089
3543,2012,Petrol,Automatic,First,35,1396.0,98.6,5.0,5856,34921
3544,2011,Diesel,Manual,First,33,2755.0,174.5,7.0,16185,105015
3545,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5324,12569
3546,2008,Petrol,Manual,Third,42,995.0,62.0,5.0,1673,38525
3547,2011,Petrol,Manual,Second,38,1599.0,103.2,5.0,3955,32000
3548,2012,Diesel,Automatic,First,44,1995.0,184.0,5.0,28142,42874
3549,2015,Diesel,Manual,First,62,1248.0,74.0,5.0,12093,38820
3550,2017,Diesel,Manual,First,59,1186.0,73.97,5.0,8351,37592
3551,2017,Petrol,Automatic,First,44,1199.0,88.7,5.0,10572,11171
3552,2008,Diesel,Manual,First,39,1405.0,70.0,5.0,1521,186411
3553,2013,Diesel,Manual,Second,41,1399.0,67.0,5.0,6769,76428
3554,2016,Diesel,Manual,First,59,1248.0,88.5,5.0,10633,28145
3555,2008,Petrol,Manual,First,36,1586.0,104.68,5.0,5339,48047
3556,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,11469,16067
3557,2016,Diesel,Manual,First,54,1248.0,73.94,5.0,5552,74564
3558,2016,Diesel,Automatic,First,45,1582.0,126.24,5.0,24339,13670
3559,2012,Petrol,Manual,First,38,995.0,62.1,5.0,2129,6835
3560,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9811,2423
3561,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,6693,65922
3562,2015,Petrol,Automatic,First,44,1199.0,88.7,5.0,9051,16777
3563,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,5932,6835
3564,2016,Diesel,Automatic,First,30,2143.0,201.1,5.0,53668,24701
3565,2017,Diesel,Manual,First,41,2179.0,153.86,7.0,21677,24730
3566,2017,Diesel,Manual,First,57,1120.0,71.0,5.0,6845,45360
3567,2015,Diesel,Manual,First,53,1498.0,89.84,5.0,11409,34175
3568,2017,Petrol,Automatic,First,51,624.0,37.48,4.0,5187,11402
3569,2013,Petrol,Manual,Second,45,1198.0,86.8,5.0,4943,27961
3570,2016,Diesel,Manual,First,57,1248.0,88.5,7.0,12626,69717
3571,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,5248,18019
3572,2015,Diesel,Manual,First,37,2179.0,140.0,7.0,18178,33176
3573,2010,Diesel,Manual,First,48,1598.0,103.6,5.0,6465,44117
3574,2014,Diesel,Manual,First,32,2179.0,138.1,7.0,12550,57787
3575,2010,Petrol,Manual,First,23,2354.0,180.0,5.0,9051,73943
3576,2016,Petrol,Manual,First,35,1196.0,73.0,7.0,6541,26237
3577,2012,Diesel,Manual,First,53,1248.0,74.0,5.0,5932,40389
3578,2016,Petrol,Automatic,First,50,1197.0,83.1,5.0,9751,17279
3579,2015,Diesel,Manual,First,35,2179.0,140.0,7.0,12717,40451
3580,2014,Petrol,Manual,First,44,1197.0,82.0,5.0,5856,31689
3581,2017,Diesel,Automatic,First,45,2143.0,167.62,5.0,54763,6213
3582,2011,Petrol,Manual,First,30,1798.0,160.0,5.0,11409,34110
3583,2015,Diesel,Manual,First,47,1498.0,88.73,5.0,8670,50186
3584,2019,Petrol,Manual,First,49,1197.0,81.8,5.0,8366,7503
3585,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,8975,30447
3586,2015,Petrol,Manual,First,41,1497.0,117.3,5.0,11789,26325
3587,2010,Diesel,Automatic,First,27,2993.0,235.0,5.0,27381,42253
3588,2008,Diesel,Manual,First,41,1896.0,106.0,5.0,6693,76053
3589,2017,Petrol,Automatic,First,40,1197.0,103.5,5.0,12580,31400
3590,2014,Diesel,Manual,First,46,1461.0,83.8,5.0,7225,34361
3591,2008,Petrol,Automatic,First,39,1497.0,118.0,5.0,5780,45419
3592,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,5172,31752
3593,2016,Petrol,Manual,Second,44,1197.0,82.0,5.0,7149,8348
3594,2008,Petrol,Manual,Second,39,1388.0,68.0,5.0,2266,47224
